feature_path,emotion,split
features_logmel\test\11355.npy,neutral,test
features_logmel\test\11356.npy,happy,test
features_logmel\test\11357.npy,angry,test
features_logmel\test\11358.npy,sad,test
features_logmel\test\11359.npy,happy,test
features_logmel\test\11360.npy,neutral,test
features_logmel\test\11361.npy,happy,test
features_logmel\test\11362.npy,happy,test
features_logmel\test\11363.npy,neutral,test
features_logmel\test\11364.npy,sad,test
features_logmel\test\11365.npy,sad,test
features_logmel\test\11366.npy,angry,test
features_logmel\test\11367.npy,angry,test
features_logmel\test\11368.npy,angry,test
features_logmel\test\11369.npy,angry,test
features_logmel\test\11370.npy,happy,test
features_logmel\test\11371.npy,angry,test
features_logmel\test\11372.npy,happy,test
features_logmel\test\11373.npy,neutral,test
features_logmel\test\11374.npy,happy,test
features_logmel\test\11375.npy,neutral,test
features_logmel\test\11376.npy,neutral,test
features_logmel\test\11377.npy,neutral,test
features_logmel\test\11378.npy,neutral,test
features_logmel\test\11379.npy,neutral,test
features_logmel\test\11380.npy,sad,test
features_logmel\test\11381.npy,neutral,test
features_logmel\test\11382.npy,neutral,test
features_logmel\test\11383.npy,angry,test
features_logmel\test\11384.npy,happy,test
features_logmel\test\11385.npy,sad,test
features_logmel\test\11386.npy,happy,test
features_logmel\test\11387.npy,angry,test
features_logmel\test\11388.npy,sad,test
features_logmel\test\11389.npy,neutral,test
features_logmel\test\11390.npy,happy,test
features_logmel\test\11391.npy,neutral,test
features_logmel\test\11392.npy,sad,test
features_logmel\test\11393.npy,sad,test
features_logmel\test\11394.npy,neutral,test
features_logmel\test\11395.npy,neutral,test
features_logmel\test\11396.npy,happy,test
features_logmel\test\11397.npy,sad,test
features_logmel\test\11398.npy,angry,test
features_logmel\test\11399.npy,neutral,test
features_logmel\test\11400.npy,sad,test
features_logmel\test\11401.npy,sad,test
features_logmel\test\11402.npy,angry,test
features_logmel\test\11403.npy,neutral,test
features_logmel\test\11404.npy,happy,test
features_logmel\test\11405.npy,neutral,test
features_logmel\test\11406.npy,angry,test
features_logmel\test\11407.npy,happy,test
features_logmel\test\11408.npy,angry,test
features_logmel\test\11409.npy,happy,test
features_logmel\test\11410.npy,happy,test
features_logmel\test\11411.npy,neutral,test
features_logmel\test\11412.npy,happy,test
features_logmel\test\11413.npy,neutral,test
features_logmel\test\11414.npy,angry,test
features_logmel\test\11415.npy,neutral,test
features_logmel\test\11416.npy,angry,test
features_logmel\test\11417.npy,sad,test
features_logmel\test\11418.npy,sad,test
features_logmel\test\11419.npy,angry,test
features_logmel\test\11420.npy,happy,test
features_logmel\test\11421.npy,angry,test
features_logmel\test\11422.npy,angry,test
features_logmel\test\11423.npy,angry,test
features_logmel\test\11424.npy,angry,test
features_logmel\test\11425.npy,happy,test
features_logmel\test\11426.npy,sad,test
features_logmel\test\11427.npy,sad,test
features_logmel\test\11428.npy,sad,test
features_logmel\test\11429.npy,happy,test
features_logmel\test\11430.npy,angry,test
features_logmel\test\11431.npy,sad,test
features_logmel\test\11432.npy,sad,test
features_logmel\test\11433.npy,happy,test
features_logmel\test\11434.npy,sad,test
features_logmel\test\11435.npy,happy,test
features_logmel\test\11436.npy,sad,test
features_logmel\test\11437.npy,sad,test
features_logmel\test\11438.npy,neutral,test
features_logmel\test\11439.npy,happy,test
features_logmel\test\11440.npy,neutral,test
features_logmel\test\11441.npy,sad,test
features_logmel\test\11442.npy,neutral,test
features_logmel\test\11443.npy,neutral,test
features_logmel\test\11444.npy,sad,test
features_logmel\test\11445.npy,sad,test
features_logmel\test\11446.npy,sad,test
features_logmel\test\11447.npy,angry,test
features_logmel\test\11448.npy,sad,test
features_logmel\test\11449.npy,happy,test
features_logmel\test\11450.npy,angry,test
features_logmel\test\11451.npy,angry,test
features_logmel\test\11452.npy,angry,test
features_logmel\test\11453.npy,happy,test
features_logmel\test\11454.npy,sad,test
features_logmel\test\11455.npy,sad,test
features_logmel\test\11456.npy,happy,test
features_logmel\test\11457.npy,happy,test
features_logmel\test\11458.npy,neutral,test
features_logmel\test\11459.npy,happy,test
features_logmel\test\11460.npy,angry,test
features_logmel\test\11461.npy,neutral,test
features_logmel\test\11462.npy,sad,test
features_logmel\test\11463.npy,happy,test
features_logmel\test\11464.npy,angry,test
features_logmel\test\11465.npy,sad,test
features_logmel\test\11466.npy,neutral,test
features_logmel\test\11467.npy,neutral,test
features_logmel\test\11468.npy,sad,test
features_logmel\test\11469.npy,neutral,test
features_logmel\test\11470.npy,neutral,test
features_logmel\test\11471.npy,sad,test
features_logmel\test\11472.npy,sad,test
features_logmel\test\11473.npy,sad,test
features_logmel\test\11474.npy,happy,test
features_logmel\test\11475.npy,sad,test
features_logmel\test\11476.npy,neutral,test
features_logmel\test\11477.npy,happy,test
features_logmel\test\11478.npy,happy,test
features_logmel\test\11479.npy,angry,test
features_logmel\test\11480.npy,neutral,test
features_logmel\test\11481.npy,angry,test
features_logmel\test\11482.npy,neutral,test
features_logmel\test\11483.npy,happy,test
features_logmel\test\11484.npy,neutral,test
features_logmel\test\11485.npy,sad,test
features_logmel\test\11486.npy,neutral,test
features_logmel\test\11487.npy,sad,test
features_logmel\test\11488.npy,neutral,test
features_logmel\test\11489.npy,neutral,test
features_logmel\test\11490.npy,sad,test
features_logmel\test\11491.npy,sad,test
features_logmel\test\11492.npy,neutral,test
features_logmel\test\11493.npy,happy,test
features_logmel\test\11494.npy,neutral,test
features_logmel\test\11495.npy,neutral,test
features_logmel\test\11496.npy,neutral,test
features_logmel\test\11497.npy,happy,test
features_logmel\test\11498.npy,neutral,test
features_logmel\test\11499.npy,sad,test
features_logmel\test\11500.npy,neutral,test
features_logmel\test\11501.npy,sad,test
features_logmel\test\11502.npy,neutral,test
features_logmel\test\11503.npy,neutral,test
features_logmel\test\11504.npy,angry,test
features_logmel\test\11505.npy,neutral,test
features_logmel\test\11506.npy,happy,test
features_logmel\test\11507.npy,neutral,test
features_logmel\test\11508.npy,happy,test
features_logmel\test\11509.npy,happy,test
features_logmel\test\11510.npy,sad,test
features_logmel\test\11511.npy,sad,test
features_logmel\test\11512.npy,angry,test
features_logmel\test\11513.npy,sad,test
features_logmel\test\11514.npy,sad,test
features_logmel\test\11515.npy,neutral,test
features_logmel\test\11516.npy,neutral,test
features_logmel\test\11517.npy,sad,test
features_logmel\test\11518.npy,neutral,test
features_logmel\test\11519.npy,happy,test
features_logmel\test\11520.npy,neutral,test
features_logmel\test\11521.npy,neutral,test
features_logmel\test\11522.npy,sad,test
features_logmel\test\11523.npy,neutral,test
features_logmel\test\11524.npy,sad,test
features_logmel\test\11525.npy,happy,test
features_logmel\test\11526.npy,happy,test
features_logmel\test\11527.npy,neutral,test
features_logmel\test\11528.npy,sad,test
features_logmel\test\11529.npy,sad,test
features_logmel\test\11530.npy,neutral,test
features_logmel\test\11531.npy,angry,test
features_logmel\test\11532.npy,angry,test
features_logmel\test\11533.npy,angry,test
features_logmel\test\11534.npy,angry,test
features_logmel\test\11535.npy,happy,test
features_logmel\test\11536.npy,angry,test
features_logmel\test\11537.npy,angry,test
features_logmel\test\11538.npy,sad,test
features_logmel\test\11539.npy,neutral,test
features_logmel\test\11540.npy,angry,test
features_logmel\test\11541.npy,neutral,test
features_logmel\test\11542.npy,neutral,test
features_logmel\test\11543.npy,happy,test
features_logmel\test\11544.npy,happy,test
features_logmel\test\11545.npy,happy,test
features_logmel\test\11546.npy,angry,test
features_logmel\test\11547.npy,angry,test
features_logmel\test\11548.npy,angry,test
features_logmel\test\11549.npy,sad,test
features_logmel\test\11550.npy,happy,test
features_logmel\test\11551.npy,neutral,test
features_logmel\test\11552.npy,sad,test
features_logmel\test\11553.npy,sad,test
features_logmel\test\11554.npy,happy,test
features_logmel\test\11555.npy,angry,test
features_logmel\test\11556.npy,neutral,test
features_logmel\test\11557.npy,sad,test
features_logmel\test\11558.npy,neutral,test
features_logmel\test\11559.npy,sad,test
features_logmel\test\11560.npy,sad,test
features_logmel\test\11561.npy,neutral,test
features_logmel\test\11562.npy,happy,test
features_logmel\test\11563.npy,sad,test
features_logmel\test\11564.npy,neutral,test
features_logmel\test\11565.npy,angry,test
features_logmel\test\11566.npy,happy,test
features_logmel\test\11567.npy,happy,test
features_logmel\test\11568.npy,neutral,test
features_logmel\test\11569.npy,neutral,test
features_logmel\test\11570.npy,angry,test
features_logmel\test\11571.npy,happy,test
features_logmel\test\11572.npy,angry,test
features_logmel\test\11573.npy,angry,test
features_logmel\test\11574.npy,sad,test
features_logmel\test\11575.npy,sad,test
features_logmel\test\11576.npy,neutral,test
features_logmel\test\11577.npy,neutral,test
features_logmel\test\11578.npy,sad,test
features_logmel\test\11579.npy,sad,test
features_logmel\test\11580.npy,angry,test
features_logmel\test\11581.npy,neutral,test
features_logmel\test\11582.npy,neutral,test
features_logmel\test\11583.npy,angry,test
features_logmel\test\11584.npy,happy,test
features_logmel\test\11585.npy,neutral,test
features_logmel\test\11586.npy,sad,test
features_logmel\test\11587.npy,neutral,test
features_logmel\test\11588.npy,happy,test
features_logmel\test\11589.npy,happy,test
features_logmel\test\11590.npy,sad,test
features_logmel\test\11591.npy,angry,test
features_logmel\test\11592.npy,angry,test
features_logmel\test\11593.npy,neutral,test
features_logmel\test\11594.npy,sad,test
features_logmel\test\11595.npy,neutral,test
features_logmel\test\11596.npy,angry,test
features_logmel\test\11597.npy,angry,test
features_logmel\test\11598.npy,angry,test
features_logmel\test\11599.npy,happy,test
features_logmel\test\11600.npy,angry,test
features_logmel\test\11601.npy,neutral,test
features_logmel\test\11602.npy,neutral,test
features_logmel\test\11603.npy,neutral,test
features_logmel\test\11604.npy,sad,test
features_logmel\test\11605.npy,sad,test
features_logmel\test\11606.npy,neutral,test
features_logmel\test\11607.npy,happy,test
features_logmel\test\11608.npy,angry,test
features_logmel\test\11609.npy,happy,test
features_logmel\test\11610.npy,neutral,test
features_logmel\test\11611.npy,angry,test
features_logmel\test\11612.npy,sad,test
features_logmel\test\11613.npy,neutral,test
features_logmel\test\11614.npy,angry,test
features_logmel\test\11615.npy,happy,test
features_logmel\test\11616.npy,neutral,test
features_logmel\test\11617.npy,sad,test
features_logmel\test\11618.npy,angry,test
features_logmel\test\11619.npy,sad,test
features_logmel\test\11620.npy,happy,test
features_logmel\test\11621.npy,happy,test
features_logmel\test\11622.npy,angry,test
features_logmel\test\11623.npy,angry,test
features_logmel\test\11624.npy,sad,test
features_logmel\test\11625.npy,angry,test
features_logmel\test\11626.npy,happy,test
features_logmel\test\11627.npy,neutral,test
features_logmel\test\11628.npy,angry,test
features_logmel\test\11629.npy,angry,test
features_logmel\test\11630.npy,angry,test
features_logmel\test\11631.npy,neutral,test
features_logmel\test\11632.npy,neutral,test
features_logmel\test\11633.npy,happy,test
features_logmel\test\11634.npy,sad,test
features_logmel\test\11635.npy,neutral,test
features_logmel\test\11636.npy,sad,test
features_logmel\test\11637.npy,sad,test
features_logmel\test\11638.npy,neutral,test
features_logmel\test\11639.npy,neutral,test
features_logmel\test\11640.npy,neutral,test
features_logmel\test\11641.npy,sad,test
features_logmel\test\11642.npy,sad,test
features_logmel\test\11643.npy,sad,test
features_logmel\test\11644.npy,sad,test
features_logmel\test\11645.npy,angry,test
features_logmel\test\11646.npy,sad,test
features_logmel\test\11647.npy,happy,test
features_logmel\test\11648.npy,angry,test
features_logmel\test\11649.npy,neutral,test
features_logmel\test\11650.npy,sad,test
features_logmel\test\11651.npy,angry,test
features_logmel\test\11652.npy,happy,test
features_logmel\test\11653.npy,neutral,test
features_logmel\test\11654.npy,sad,test
features_logmel\test\11655.npy,angry,test
features_logmel\test\11656.npy,neutral,test
features_logmel\test\11657.npy,happy,test
features_logmel\test\11658.npy,happy,test
features_logmel\test\11659.npy,neutral,test
features_logmel\test\11660.npy,happy,test
features_logmel\test\11661.npy,neutral,test
features_logmel\test\11662.npy,neutral,test
features_logmel\test\11663.npy,neutral,test
features_logmel\test\11664.npy,neutral,test
features_logmel\test\11665.npy,happy,test
features_logmel\test\11666.npy,happy,test
features_logmel\test\11667.npy,happy,test
features_logmel\test\11668.npy,neutral,test
features_logmel\test\11669.npy,neutral,test
features_logmel\test\11670.npy,neutral,test
features_logmel\test\11671.npy,angry,test
features_logmel\test\11672.npy,happy,test
features_logmel\test\11673.npy,angry,test
features_logmel\test\11674.npy,neutral,test
features_logmel\test\11675.npy,neutral,test
features_logmel\test\11676.npy,neutral,test
features_logmel\test\11677.npy,angry,test
features_logmel\test\11678.npy,neutral,test
features_logmel\test\11679.npy,neutral,test
features_logmel\test\11680.npy,happy,test
features_logmel\test\11681.npy,happy,test
features_logmel\test\11682.npy,angry,test
features_logmel\test\11683.npy,sad,test
features_logmel\test\11684.npy,happy,test
features_logmel\test\11685.npy,sad,test
features_logmel\test\11686.npy,happy,test
features_logmel\test\11687.npy,sad,test
features_logmel\test\11688.npy,angry,test
features_logmel\test\11689.npy,sad,test
features_logmel\test\11690.npy,neutral,test
features_logmel\test\11691.npy,sad,test
features_logmel\test\11692.npy,angry,test
features_logmel\test\11693.npy,sad,test
features_logmel\test\11694.npy,neutral,test
features_logmel\test\11695.npy,happy,test
features_logmel\test\11696.npy,neutral,test
features_logmel\test\11697.npy,neutral,test
features_logmel\test\11698.npy,angry,test
